customer_id,age,gender,income,subscription_type,avg_watch_time,complaints,feedback_score,churn
CUST00053,26,Female,85296,Premium,1.72,1,5,1
CUST00054,43,Male,33500,Standard,1.44,1,1,1
CUST00055,19,Male,85841,Basic,1.88,2,1,1
CUST00056,37,Female,41881,Premium,2.75,2,2,1
CUST00057,45,Female,90233,Basic,0.17,1,5,0
CUST00058,64,Male,71542,Standard,2.23,2,1,0
CUST00059,24,Female,85285,Standard,1.5,1,1,0
CUST00060,61,Male,79547,Standard,2.43,0,3,0
CUST00061,25,Female,82151,Standard,2.8,1,5,0
CUST00062,64,Male,27222,Basic,1.3,2,3,0
CUST00063,52,Female,27933,Premium,0.63,2,2,1
CUST00064,31,Male,103385,Basic,1.7,1,2,1
CUST00065,34,Female,109772,Premium,3.29,1,1,0
CUST00066,53,Female,129767,Standard,2.84,0,1,1
CUST00067,67,Female,118706,Standard,1.62,0,1,1
CUST00068,57,Female,98437,Standard,1.37,0,5,0
CUST00069,21,Female,26940,Standard,1.44,2,5,0
CUST00070,19,Female,134326,Basic,0.7,2,4,0
CUST00071,23,Female,104590,Premium,2.78,1,1,0
CUST00072,59,Male,126399,Premium,2.97,1,3,1
CUST00073,21,Male,79145,Standard,1.61,1,4,0
CUST00074,46,Female,63610,Basic,1.5,2,5,0
CUST00075,35,Female,77520,Standard,1.3,0,5,1
CUST00076,43,Male,24544,Premium,1.55,4,1,1
CUST00077,61,Male,110854,Premium,1.26,0,3,0
CUST00078,51,Female,74812,Basic,1.84,1,3,0
CUST00079,27,Male,91610,Premium,2.79,0,2,1
CUST00080,53,Male,71500,Basic,2.68,1,1,1
CUST00081,31,Female,59618,Standard,1.16,2,5,0
CUST00082,48,Female,139090,Standard,2.15,0,1,1
CUST00083,65,Female,119054,Basic,2.65,0,1,1
CUST00084,32,Male,45444,Standard,1.06,2,2,0
CUST00085,25,Female,105982,Basic,2.14,0,2,0
CUST00086,31,Female,114079,Standard,3.21,1,4,0
CUST00087,40,Male,76586,Standard,1.76,2,1,1
CUST00088,57,Female,44789,Premium,-0.02,2,5,0
CUST00089,38,Male,21617,Premium,-0.52,2,2,1
CUST00090,33,Male,148639,Basic,2.31,1,4,0
CUST00091,62,Male,120834,Standard,2.11,2,4,0
CUST00092,35,Male,23333,Standard,2.19,3,4,0
CUST00093,64,Male,60002,Standard,2.49,2,5,0
CUST00094,41,Male,144477,Premium,0.52,4,2,1
CUST00095,43,Female,83620,Basic,1.19,0,3,1
CUST00096,42,Female,107688,Basic,2.42,2,5,1
CUST00097,62,Female,109627,Basic,2.74,0,1,0
CUST00098,58,Male,20511,Standard,1.74,1,3,0
CUST00099,46,Female,132850,Basic,0.57,2,5,1
CUST00100,32,Male,57850,Premium,2.34,1,2,1
CUST00101,62,Female,141548,Premium,2.05,3,4,0
CUST00102,18,Male,102172,Basic,0.94,1,5,1
CUST00103,42,Female,106053,Standard,0.02,2,1,1
CUST00104,24,Male,51786,Premium,2.57,3,1,1
CUST00105,26,Female,94356,Premium,1.38,3,1,1
CUST00106,41,Male,56244,Standard,2.19,0,3,0
CUST00107,18,Female,94714,Standard,2.15,2,4,0
CUST00108,61,Male,87261,Basic,0.85,0,5,0
CUST00109,25,Female,38477,Premium,2.42,1,3,0
CUST00110,41,Female,66533,Premium,1.14,3,5,0
CUST00111,28,Female,54469,Basic,0.5,1,2,1
CUST00112,68,Male,28496,Basic,0.38,3,2,0
CUST00113,34,Male,140522,Premium,2.0,1,5,0
CUST00114,25,Male,32270,Premium,3.59,2,3,0
CUST00115,52,Male,96008,Standard,2.04,4,1,1
CUST00116,52,Male,40724,Standard,3.78,1,3,0
CUST00117,50,Female,50416,Premium,3.45,0,3,0
CUST00118,22,Male,55575,Premium,2.52,2,5,0
CUST00119,59,Female,101190,Standard,3.57,0,3,0
CUST00120,56,Female,96614,Basic,3.46,1,2,1
CUST00121,58,Male,113566,Basic,3.18,1,5,0
CUST00122,45,Female,140989,Premium,0.12,0,5,0
CUST00123,24,Male,93108,Premium,1.76,4,5,1
CUST00124,26,Male,37408,Standard,1.31,3,3,0
CUST00125,25,Male,147192,Premium,3.17,1,4,0
CUST00126,29,Female,39359,Basic,1.69,1,1,1
CUST00127,51,Male,28698,Standard,3.75,2,1,1
CUST00128,50,Male,90392,Standard,2.1,1,2,1
CUST00129,65,Male,113063,Basic,1.97,3,5,0
CUST00130,40,Female,59492,Basic,1.62,3,1,0
CUST00131,41,Male,94781,Standard,1.82,2,3,1
CUST00132,54,Female,63634,Premium,2.27,0,3,0
CUST00133,52,Female,137255,Basic,1.93,1,3,0
CUST00134,61,Male,62864,Standard,1.54,2,2,0
CUST00135,57,Female,114482,Premium,1.59,2,5,0
CUST00136,39,Female,57355,Premium,3.82,4,1,0
CUST00137,44,Male,57690,Standard,4.0,5,5,1
CUST00138,52,Male,57814,Basic,1.53,0,5,1
CUST00139,18,Male,51645,Premium,2.85,0,3,0
CUST00140,52,Female,104814,Basic,1.17,2,1,1
CUST00141,54,Male,92739,Standard,1.67,1,2,1
CUST00142,64,Female,76630,Basic,0.91,3,5,1
CUST00143,31,Female,68171,Premium,3.02,2,4,0
CUST00144,20,Female,41658,Standard,2.48,3,3,0
CUST00145,18,Female,143980,Premium,2.68,2,4,1
CUST00146,22,Female,146541,Premium,2.89,1,2,0
CUST00147,43,Male,128132,Standard,1.13,4,2,0
CUST00148,31,Male,35797,Standard,1.68,0,2,1
CUST00149,56,Female,78799,Basic,2.45,3,2,1
CUST00150,44,Female,138301,Standard,1.65,1,1,0
CUST00151,26,Male,118342,Basic,2.07,0,4,1
CUST00152,32,Male,116494,Standard,1.2,1,3,0
CUST00153,32,Female,72236,Premium,3.33,2,4,0
CUST00154,43,Female,26265,Basic,2.94,1,1,1
CUST00155,59,Male,147119,Standard,3.24,1,5,0
CUST00156,30,Male,145611,Basic,2.66,0,2,1
CUST00157,68,Female,92134,Basic,0.91,3,5,0
CUST00158,49,Male,120719,Basic,1.52,0,2,1
CUST00159,56,Male,102678,Premium,1.3,2,3,0
CUST00160,66,Female,73494,Standard,1.74,1,2,0
CUST00161,69,Female,141754,Standard,3.06,0,2,0
CUST00162,49,Female,72268,Basic,0.53,1,5,0
CUST00163,21,Male,135452,Standard,1.42,0,5,0
CUST00164,47,Female,46998,Premium,1.61,1,5,0
CUST00165,54,Male,111426,Basic,0.69,0,1,1
CUST00166,40,Female,114414,Premium,2.2,2,2,1
CUST00167,56,Female,81339,Premium,1.66,2,5,0
CUST00168,62,Male,34306,Standard,3.11,0,1,1
CUST00169,32,Male,84006,Standard,1.72,0,3,1
CUST00170,60,Female,138717,Basic,2.46,2,3,0
CUST00171,46,Female,67345,Premium,2.11,2,2,1
CUST00172,53,Male,31885,Standard,-0.48,1,5,1
CUST00173,30,Female,129681,Basic,0.56,1,2,1
CUST00174,49,Male,63826,Basic,2.38,1,2,1
CUST00175,24,Male,75597,Standard,2.34,1,2,0
CUST00176,68,Female,27443,Premium,1.93,1,1,1
CUST00177,39,Male,117375,Basic,3.33,0,2,1
CUST00178,45,Male,136005,Standard,2.51,0,3,1
CUST00179,19,Male,37084,Basic,3.57,0,5,0
CUST00180,59,Female,109447,Standard,-0.46,4,4,1
CUST00181,62,Male,24383,Basic,3.73,0,4,1
CUST00182,23,Female,112313,Premium,1.39,3,4,0
CUST00183,45,Female,54361,Basic,2.02,0,5,0
CUST00184,45,Female,100294,Standard,3.19,0,2,0
CUST00185,61,Male,81331,Standard,-0.11,2,5,0
CUST00186,61,Male,115057,Standard,1.75,4,5,0
CUST00187,37,Female,40529,Premium,3.01,3,1,1
CUST00188,47,Female,78574,Standard,1.38,1,5,0
CUST00189,28,Male,108627,Standard,2.91,0,1,0
CUST00190,45,Female,141685,Premium,2.68,3,3,1
CUST00191,42,Female,125330,Standard,2.17,2,1,1
CUST00192,56,Male,116917,Standard,2.6,3,4,1
CUST00193,50,Female,120916,Premium,3.29,4,1,0
CUST00194,18,Male,50932,Basic,2.6,1,3,0
CUST00195,44,Male,129633,Standard,2.93,0,5,0
CUST00196,69,Female,142087,Basic,1.12,1,4,0
CUST00197,30,Male,21908,Premium,2.58,3,1,0
CUST00198,58,Male,125258,Standard,2.49,2,2,0
CUST00199,20,Male,133489,Standard,3.12,3,5,0
CUST00200,56,Female,50358,Premium,0.84,2,4,0
CUST00201,23,Female,50412,Standard,3.07,2,4,0
CUST00202,25,Female,148319,Basic,1.12,3,1,1
CUST00203,44,Male,103710,Basic,4.34,1,5,0
CUST00204,26,Male,142856,Premium,1.11,1,5,0
CUST00205,54,Female,101032,Standard,0.83,3,2,0
CUST00206,50,Female,22928,Standard,1.71,0,2,1
CUST00207,68,Male,85158,Premium,3.05,3,4,0
CUST00208,59,Female,50632,Basic,2.36,1,4,0
CUST00209,61,Female,52309,Basic,3.68,2,3,1
CUST00210,41,Female,29280,Premium,1.7,3,4,0
CUST00211,32,Female,60449,Standard,1.51,1,2,0
CUST00212,49,Female,107171,Basic,1.27,0,1,1
CUST00213,49,Male,46957,Standard,1.47,1,3,0
CUST00214,41,Female,56895,Basic,0.6,0,4,0
CUST00215,58,Female,90499,Standard,1.35,3,2,1
CUST00216,69,Male,113057,Basic,0.79,2,3,0
CUST00217,66,Male,118151,Standard,2.72,3,1,0
CUST00218,66,Male,130065,Premium,3.48,4,1,1
CUST00219,69,Male,131858,Basic,2.22,2,2,1
CUST00220,29,Female,41695,Premium,1.33,1,5,1
CUST00221,56,Female,94893,Basic,2.74,0,2,1
CUST00222,19,Female,83123,Basic,1.96,1,2,0
CUST00223,20,Female,45176,Basic,3.01,2,2,1
CUST00224,66,Male,38409,Standard,1.05,1,5,0
CUST00225,54,Male,144464,Basic,1.12,1,4,0
CUST00226,66,Female,76967,Premium,2.73,1,4,0
CUST00227,34,Female,20987,Standard,1.98,1,1,1
CUST00228,66,Female,74462,Standard,2.93,0,4,0
CUST00229,19,Female,87501,Basic,1.14,0,2,1
CUST00230,19,Male,125620,Standard,2.43,1,4,0
CUST00231,45,Female,116854,Basic,2.55,0,5,1
CUST00232,40,Male,46015,Premium,0.46,3,4,0
CUST00233,54,Male,114727,Standard,2.0,0,2,0
CUST00234,49,Male,132350,Standard,-0.02,0,4,0
CUST00235,50,Male,86404,Premium,3.47,0,1,1
CUST00236,18,Female,136751,Premium,0.68,2,4,0
CUST00237,36,Female,148807,Basic,1.81,2,1,0
CUST00238,19,Female,70281,Standard,2.0,3,3,0
CUST00239,61,Female,57146,Premium,1.04,2,5,0
CUST00240,43,Male,68231,Standard,3.85,0,1,0
CUST00241,49,Male,49032,Premium,1.31,3,3,0
CUST00242,23,Male,48305,Standard,1.73,1,3,0
CUST00243,49,Female,74306,Premium,1.31,3,2,0
CUST00244,21,Male,108176,Standard,1.3,2,3,0
CUST00245,28,Male,141139,Basic,1.89,4,5,0
CUST00246,34,Male,38318,Standard,2.7,0,5,0
CUST00247,55,Male,33246,Basic,2.16,1,5,0
CUST00248,41,Female,53844,Basic,1.24,3,5,1
CUST00249,22,Male,52602,Basic,1.99,0,2,0
CUST00250,69,Male,41584,Standard,0.63,3,4,0
CUST00251,51,Female,136327,Standard,3.18,0,1,1
CUST00252,23,Female,35169,Basic,1.49,0,2,1
CUST00253,39,Female,45968,Premium,1.55,2,2,1
CUST00254,28,Male,26385,Standard,0.05,2,1,1
CUST00255,65,Male,93758,Standard,1.49,0,1,1
CUST00256,33,Male,142684,Standard,3.68,2,4,1
CUST00257,50,Male,135391,Standard,2.61,0,4,1
CUST00258,26,Female,45444,Basic,3.11,1,5,0
CUST00259,23,Male,123784,Premium,2.12,2,4,0
CUST00260,33,Male,143112,Premium,-0.62,2,4,0
CUST00261,46,Female,126081,Premium,2.07,4,1,1
CUST00262,20,Female,82497,Premium,2.2,2,3,0
CUST00263,37,Female,25362,Basic,2.9,1,5,0
CUST00264,53,Male,119254,Standard,1.96,0,5,0
CUST00265,36,Male,28250,Standard,1.23,3,2,0
CUST00266,43,Male,88354,Basic,1.9,1,4,0
CUST00267,20,Male,56368,Standard,1.66,4,4,0
CUST00268,36,Male,64109,Basic,2.52,3,1,1
CUST00269,37,Female,100589,Premium,1.9,4,4,1
CUST00270,49,Female,77645,Basic,1.01,2,2,1
CUST00271,24,Male,76997,Standard,2.57,1,1,0
CUST00272,69,Male,47426,Standard,1.26,0,5,0
CUST00273,58,Male,137632,Standard,1.68,1,4,0
CUST00274,50,Male,132637,Premium,1.54,1,4,0
CUST00275,57,Male,59023,Basic,2.24,3,2,0
CUST00276,56,Female,142268,Basic,0.63,2,2,0
CUST00277,35,Female,79267,Standard,2.03,1,1,1
CUST00278,57,Female,44892,Basic,3.08,1,5,0
CUST00279,18,Male,79232,Standard,2.1,0,2,1
CUST00280,28,Male,139952,Basic,1.33,4,2,0
CUST00281,45,Female,129211,Premium,1.63,3,5,0
CUST00282,42,Female,114897,Premium,2.3,1,3,0
CUST00283,67,Male,79225,Basic,2.56,4,1,1
CUST00284,40,Female,36007,Premium,3.5,0,3,1
CUST00285,48,Female,99777,Premium,0.37,2,5,0
CUST00286,47,Male,64858,Premium,2.26,0,4,0
CUST00287,59,Female,65073,Standard,2.19,2,1,1
CUST00288,52,Female,109438,Basic,1.93,0,5,0
CUST00289,24,Female,110042,Basic,2.36,1,5,1
CUST00290,33,Male,103098,Standard,1.77,2,1,1
CUST00291,43,Female,40239,Standard,1.0,3,3,0
CUST00292,65,Female,82969,Premium,2.21,1,4,0
CUST00293,69,Female,33065,Basic,2.65,3,3,1
CUST00294,66,Male,130951,Standard,1.95,3,2,0
CUST00295,19,Male,61291,Premium,3.06,3,3,0
CUST00296,18,Female,58805,Basic,1.76,3,2,1
CUST00297,65,Male,118831,Premium,2.46,0,1,1
CUST00298,29,Female,38443,Basic,0.42,0,2,1
CUST00299,22,Male,29290,Premium,4.24,2,5,0
CUST00300,54,Male,20211,Basic,1.77,2,2,0
CUST00301,49,Female,103634,Basic,1.51,3,5,0
CUST00302,26,Female,39072,Basic,1.73,0,5,0
CUST00303,58,Female,63290,Basic,1.05,1,3,0
CUST00304,52,Male,105186,Premium,0.83,1,4,0
CUST00305,36,Female,35115,Standard,2.04,0,3,0
CUST00306,65,Male,25149,Basic,2.11,0,3,0
CUST00307,33,Male,61992,Basic,2.22,3,5,0
CUST00308,20,Female,37716,Basic,1.97,2,4,0
CUST00309,37,Male,117724,Basic,1.92,1,5,1
CUST00310,41,Female,33621,Premium,0.8,0,4,0
CUST00311,50,Male,26820,Standard,1.51,2,2,0
CUST00312,41,Female,149728,Standard,2.16,2,5,0
CUST00313,69,Male,133065,Standard,1.46,2,3,0
CUST00314,28,Male,62800,Premium,2.29,2,5,0
CUST00315,66,Female,75043,Standard,1.86,1,1,0
CUST00316,25,Male,50399,Premium,1.86,0,1,1
CUST00317,53,Female,139374,Premium,2.21,0,1,0
CUST00318,55,Male,34002,Basic,2.49,4,3,1
CUST00319,57,Male,63098,Premium,2.71,1,3,1
CUST00320,37,Male,65511,Standard,3.98,1,1,1
CUST00321,52,Female,73243,Standard,2.86,3,3,0
CUST00322,65,Female,135131,Standard,0.52,3,3,0
CUST00323,42,Female,48750,Basic,0.92,4,3,1
CUST00324,52,Female,111610,Basic,1.73,2,1,1
CUST00325,42,Female,37310,Basic,1.24,0,2,1
CUST00326,46,Male,75398,Premium,2.39,1,2,1
CUST00327,35,Male,102542,Standard,2.5,1,4,0
CUST00328,63,Female,95207,Premium,1.52,1,5,1
CUST00329,35,Male,137725,Premium,3.19,0,2,1
CUST00330,19,Male,64345,Standard,3.45,1,4,0
CUST00331,52,Male,113430,Basic,0.19,0,2,0
CUST00332,33,Male,134921,Standard,0.57,2,1,1
CUST00333,58,Female,111729,Premium,3.1,1,4,0
CUST00334,53,Male,71843,Premium,2.87,1,1,1
CUST00335,50,Female,30222,Basic,2.5,3,1,1
CUST00336,21,Female,109322,Premium,2.01,1,4,0
CUST00337,50,Male,51509,Premium,1.9,0,4,0
CUST00338,31,Female,20386,Standard,2.54,2,2,1
CUST00339,38,Male,84334,Basic,2.18,1,2,1
CUST00340,65,Male,87170,Standard,3.31,3,5,0
CUST00341,37,Male,60878,Standard,1.32,0,2,1
CUST00342,25,Female,89669,Standard,2.02,0,4,0
CUST00343,24,Female,127680,Premium,2.89,4,2,0
CUST00344,20,Female,58349,Premium,2.16,1,4,0
CUST00345,34,Male,120271,Basic,2.67,0,5,0
CUST00346,50,Male,41952,Premium,2.66,1,4,0
CUST00347,65,Male,141972,Basic,1.58,2,5,1
CUST00348,29,Female,110352,Standard,0.98,0,5,1
CUST00349,68,Male,41529,Standard,1.25,1,5,0
CUST00350,39,Male,91303,Premium,0.92,1,1,1
CUST00351,39,Female,61521,Premium,0.14,1,3,1
CUST00352,63,Female,38383,Basic,3.09,2,4,0
CUST00353,47,Female,24901,Premium,0.11,3,2,1
CUST00354,55,Male,62889,Premium,3.86,2,3,0
CUST00355,55,Male,34633,Premium,1.47,0,3,0
CUST00356,62,Male,82244,Standard,1.72,0,1,0
CUST00357,68,Female,149177,Premium,0.49,1,4,0
CUST00358,25,Female,39163,Premium,2.38,1,4,0
CUST00359,44,Female,79019,Standard,1.74,3,2,1
CUST00360,44,Female,30707,Standard,2.06,0,1,1
CUST00361,51,Male,108112,Standard,1.21,1,3,0
CUST00362,38,Male,103597,Standard,2.48,1,4,0
CUST00363,47,Male,65101,Premium,1.18,0,1,1
CUST00364,50,Male,64706,Premium,2.08,1,5,0
CUST00365,45,Male,97084,Premium,2.46,3,4,0
CUST00366,64,Male,35115,Basic,3.45,0,3,0
CUST00367,50,Male,95379,Standard,2.81,1,5,0
CUST00368,22,Male,122481,Premium,2.09,2,5,1
CUST00369,65,Female,59979,Premium,1.99,3,5,0
CUST00370,36,Female,60641,Premium,2.31,3,3,1
CUST00371,21,Male,89377,Standard,2.77,0,1,1
CUST00372,52,Female,141786,Standard,1.26,0,4,0
CUST00373,66,Male,26416,Standard,2.9,0,1,1
CUST00374,34,Male,30633,Premium,1.06,0,3,0
CUST00375,61,Female,148785,Standard,2.46,0,2,1
CUST00376,45,Male,123189,Premium,2.54,1,4,0
CUST00377,47,Male,20594,Basic,1.33,3,4,1
CUST00378,46,Male,34393,Standard,0.46,1,2,1
CUST00379,63,Male,55380,Standard,1.74,2,5,0
CUST00380,23,Male,65056,Premium,-0.63,3,4,0
CUST00381,52,Male,108279,Standard,1.82,2,4,0
CUST00382,58,Male,117507,Standard,0.75,1,4,0
CUST00383,54,Female,136184,Premium,5.11,0,3,0
CUST00384,41,Female,138243,Premium,3.06,0,2,1
CUST00385,46,Male,24861,Premium,2.07,1,4,1
CUST00386,66,Female,123070,Basic,3.33,1,2,1
CUST00387,63,Male,56126,Premium,2.71,2,5,0
CUST00388,48,Male,100382,Standard,0.84,2,4,0
CUST00389,52,Male,111713,Basic,1.37,1,1,0
CUST00390,50,Male,53682,Premium,3.03,1,1,1
CUST00391,69,Female,38228,Basic,1.04,3,1,0
CUST00392,38,Female,120299,Basic,2.4,2,1,0
CUST00393,49,Female,44009,Standard,2.67,0,3,0
CUST00394,40,Female,20094,Basic,1.74,3,5,0
CUST00395,50,Male,126988,Premium,2.15,1,4,1
CUST00396,20,Female,100636,Basic,2.83,2,5,0
CUST00397,35,Male,72221,Basic,2.78,1,1,1
CUST00398,42,Male,118453,Standard,2.45,1,5,1
CUST00399,59,Female,37430,Standard,1.99,2,5,0
CUST00400,48,Male,55571,Premium,2.59,1,3,0
CUST00401,20,Female,74486,Standard,-0.02,1,1,1
CUST00402,57,Female,110510,Premium,3.48,2,2,0
CUST00403,63,Female,116665,Premium,1.87,1,5,0
CUST00404,41,Female,132770,Standard,1.27,1,5,0
CUST00405,67,Female,82294,Basic,2.6,2,1,1
CUST00406,49,Male,149171,Standard,2.57,2,3,0
CUST00407,64,Female,40860,Basic,1.02,0,4,0
CUST00408,39,Female,92812,Basic,2.07,1,1,0
CUST00409,40,Male,86087,Premium,2.04,2,4,1
CUST00410,19,Female,133784,Premium,1.97,1,2,1
CUST00411,44,Female,28486,Standard,3.62,0,4,0
CUST00412,59,Male,103063,Basic,1.98,2,5,0
CUST00413,19,Male,69607,Standard,1.87,0,3,0
CUST00414,43,Female,29745,Premium,1.32,0,2,1
CUST00415,34,Male,126664,Basic,1.18,1,3,0
CUST00416,57,Female,98533,Standard,2.39,3,3,0
CUST00417,50,Male,38330,Standard,1.53,0,4,0
CUST00418,26,Female,140803,Premium,1.81,0,3,0
CUST00419,60,Female,60078,Premium,2.2,2,2,1
CUST00420,65,Female,75332,Premium,2.06,0,3,1
CUST00421,56,Male,124121,Premium,2.13,3,2,1
CUST00422,46,Female,74532,Standard,2.13,2,5,1
CUST00423,59,Male,141062,Premium,2.62,1,5,0
CUST00424,43,Female,110365,Premium,4.64,1,4,0
CUST00425,52,Female,63336,Standard,3.23,2,1,0
CUST00426,67,Female,28070,Standard,1.64,1,5,0
CUST00427,42,Female,21320,Basic,3.22,0,1,1
CUST00428,41,Female,109043,Standard,0.95,1,2,1
CUST00429,30,Male,58921,Basic,1.43,0,1,0
CUST00430,24,Male,26589,Premium,2.71,1,3,0
CUST00431,53,Male,84409,Basic,2.68,4,2,1
CUST00432,62,Female,112995,Basic,2.6,2,3,0
CUST00433,37,Female,35589,Premium,1.41,1,1,1
CUST00434,18,Male,56375,Premium,1.42,1,3,0
CUST00435,25,Female,63085,Premium,2.13,2,2,1
CUST00436,63,Female,80840,Basic,1.75,3,3,1
CUST00437,33,Female,63200,Standard,2.89,1,1,1
CUST00438,31,Male,118704,Standard,1.72,1,3,0
CUST00439,29,Male,46732,Standard,1.69,1,3,0
CUST00440,68,Male,117047,Premium,0.37,1,4,1
CUST00441,40,Male,42426,Premium,2.88,2,2,1
CUST00442,32,Male,50982,Standard,2.32,0,4,1
CUST00443,45,Female,79720,Premium,-0.29,3,1,1
CUST00444,51,Female,36746,Basic,2.45,0,5,0
CUST00445,19,Female,48514,Basic,1.6,2,1,1
CUST00446,49,Female,84889,Premium,2.78,1,1,1
CUST00447,40,Male,23851,Standard,1.89,2,1,1
CUST00448,39,Male,39796,Standard,1.2,0,1,1
CUST00449,68,Female,96034,Basic,3.73,2,4,0
CUST00450,42,Male,82798,Premium,3.57,4,1,1
CUST00451,39,Female,118388,Standard,1.81,2,3,0
CUST00452,39,Female,82985,Standard,2.37,2,1,0
CUST00453,66,Female,54592,Premium,1.54,1,5,0
CUST00454,69,Female,64845,Premium,0.29,2,2,1
CUST00455,59,Male,35930,Standard,3.32,3,4,0
CUST00456,23,Female,143187,Premium,1.2,2,4,1
CUST00457,32,Male,130853,Premium,3.27,5,4,1
CUST00458,60,Female,128417,Premium,2.7,0,4,0
CUST00459,54,Female,133436,Standard,2.29,0,1,1
CUST00460,50,Female,127126,Basic,1.96,0,5,0
CUST00461,25,Female,41159,Premium,2.7,0,1,1
CUST00462,61,Male,115072,Standard,1.07,1,2,1
CUST00463,61,Female,109788,Basic,3.33,4,2,0
CUST00464,22,Male,44003,Standard,2.14,1,1,1
CUST00465,56,Female,125722,Standard,3.5,2,1,1
CUST00466,21,Female,55139,Standard,1.88,1,1,1
CUST00467,23,Female,125372,Basic,2.14,2,5,1
CUST00468,62,Male,72452,Standard,2.26,1,4,0
CUST00469,49,Female,42205,Basic,2.58,2,2,1
CUST00470,69,Female,116059,Premium,3.81,0,2,1
CUST00471,47,Female,76955,Basic,1.56,1,4,0
CUST00472,64,Female,130163,Standard,1.87,2,4,1
CUST00473,52,Female,27464,Basic,1.98,0,2,1
CUST00474,57,Male,102646,Standard,-0.32,2,2,1
CUST00475,69,Male,131852,Premium,1.45,1,5,1
CUST00476,33,Female,92657,Basic,1.51,2,2,1
CUST00477,30,Female,29840,Premium,4.64,0,1,1
CUST00478,67,Male,122616,Basic,2.26,2,1,1
CUST00479,59,Female,60768,Standard,2.49,1,4,0
CUST00480,47,Male,29461,Basic,0.53,2,4,0
CUST00481,36,Female,40927,Premium,1.94,1,1,1
CUST00482,34,Female,109934,Basic,2.94,0,4,0
CUST00483,36,Male,118622,Premium,4.52,1,1,1
CUST00484,45,Female,35329,Premium,1.32,0,5,1
CUST00485,43,Male,35791,Standard,0.18,1,4,0
CUST00486,54,Male,72627,Basic,1.22,1,3,0
CUST00487,43,Male,148885,Premium,1.23,1,2,1
CUST00488,40,Female,34372,Standard,1.24,1,1,1
CUST00489,26,Male,134239,Standard,2.91,0,2,1
CUST00490,29,Male,112890,Standard,2.34,2,2,1
CUST00491,18,Female,68469,Premium,0.87,1,4,0
CUST00492,18,Female,129554,Basic,3.42,1,2,1
CUST00493,64,Female,107073,Premium,3.89,3,3,0
CUST00494,51,Female,138822,Standard,0.29,2,4,0
CUST00495,49,Female,54370,Premium,3.18,1,1,0
CUST00496,65,Female,71408,Premium,1.83,0,2,0
